"edata_pageid","Count"
"app/toc/do_1132754706604769281872/overview","2"
"app/toc/do_11327554873606144011138/overview","2"
"app/toc/do_11327555083131289611168/overview","2"
"app/toc/do_11327555444031488011224/overview","2"
"app/toc/do_11327642964236697614089/single-page-view","2"
"app/toc/do_11327647768875008014153/overview","2"
"app/toc/do_11327648115633356814407/overview","2"
"app/toc/do_11328133285267046414498/overview","2"
"app/toc/do_1132919912972533761134/overview","2"
"app/toc/do_1132919915826380801137/overview","2"
"app/toc/do_1132919927821271041141/single-page-view","2"
"app/toc/do_1132919992164106241145/overview","2"
"app/toc/do_11329808784932864011992/overview","2"
"app/toc/do_11330168685053542413233/overview","2"
"app/toc/do_11330818196051558414442/overview","2"
"app/toc/do_11333149821236838411/overview","2"
"app/toc/do_113333718362570752119/overview","2"
"app/users/04858a43-c789-4c22-89cf-f871e17cdf9f/details","2"
"app/users/05efcd20-b9cc-4d0a-b215-4be97d9c5622/details","2"
"app/users/215e34b2-a385-4291-b8f9-a60fed988026/details","2"
"app/users/4ecbb51d-df16-42c8-89da-06867da9e97e/details","2"
"app/users/68735e73-04eb-4217-a145-9054eaf0b6a8/details","2"
"app/users/7747c044-ea0b-4984-b1fd-8a47d69a1082/details","2"
"app/workallocation/create/4157cdf2-0988-4c48-ba9a-472428449b66","2"
"app/workallocation/create/4bed8dfd-2992-434a-a007-21b66b406da8","2"
"app/workallocation/create/5917de67-32e9-43fb-9316-3d0ebee4e7fb","2"
"app/workallocation/create/74693c1c-5930-4764-8950-0583a2a355c4","2"
"app/workallocation/create/bb0f9127-b7a9-4505-9cb4-5b0a676748fe","2"
"app/workallocation/create/ccee2bc0-ed41-452c-af92-e3363681cdb0","2"
"app/workallocation/create/e0e91245-7b48-48d0-93e5-7c8f6c03a98a","2"
"app/workallocation/create/e9358714-5889-4e20-a8f0-9efd0fac25d1","2"
"app/workallocation/details/24aa85bd-4c02-4310-bdfe-893c4a4f5bdb","2"
"app/workallocation/details/277475a8-14af-4cfe-8d5a-b68b6840a51f","2"
"app/workallocation/details/5e5a7308-c88e-4370-913f-2e17d16d8bfd","2"
"app/workallocation/details/68335e31-f5ba-445e-87db-1eb198b6d1cc","2"
"app/workallocation/details/83805f65-896c-4ac2-8f0c-5916af6c63de","2"
"app/workallocation/details/f9c5c18b-513b-4919-a4d0-b30ba2eb4ca3","2"
"app/workallocation/details/nandiniav91%2B20@gmail.com","2"
"app/workallocation/details/null","2"
"app/workallocation/draft","2"
"app/workallocation/drafts/2862caf9-cafb-4c1d-a258-223366d6f999","2"
"app/workallocation/drafts/2e2feeb1-e7fa-4833-a3ec-60e50f5db48c","2"
"app/workallocation/drafts/3b6d49df-33a0-4497-ac9d-a6cdb5ddcd6f","2"
"app/workallocation/drafts/4554cb59-5ac8-417a-a564-d59cbe98e6d7","2"
"app/workallocation/drafts/61d51870-72b7-4fa4-b57c-38b42aac5036","2"
"app/workallocation/drafts/6402adb6-83bd-4d20-ae45-882b14af3f3f","2"
"app/workallocation/drafts/7649c7bb-4d9a-4b32-a5bb-41f429c64cd8","2"
"app/workallocation/drafts/7e92568e-00b0-4635-a89d-bcb586e3ceed","2"
"app/workallocation/drafts/9fa5d1dc-4817-4dff-b4c9-0f68d89f63f8","2"
"app/workallocation/drafts/a6371271-a224-431a-8f3c-a789fbb0ebcf","2"
"app/workallocation/drafts/a8e68cd7-3dbf-42a9-9ba2-0a47c6b01cb0","2"
"app/workallocation/drafts/ad233345-8682-435f-8d8c-4e62a2333359","2"
"app/workallocation/drafts/b1acf9b3-42a3-49ef-b5c1-8958f66d52da","2"
"app/workallocation/drafts/b29b96eb-9049-499b-a1dd-0963601da1e1","2"
"app/workallocation/drafts/d6fd9434-0f4d-471a-8cef-17da702e7629","2"
"app/workallocation/drafts/eb5d1862-d115-485a-80af-af2fe0a07739","2"
"app/workallocation/drafts/f22333fd-bfa7-4d57-ba5c-17653ef9528c","2"
"app/workallocation/drafts;workorders=6402adb6-83bd-4d20-ae45-882b14af3f3f","2"
"app/workallocation/published/1b7bc346-d994-4780-8bf9-4287ff87d979","2"
"app/workallocation/published/4157cdf2-0988-4c48-ba9a-472428449b66","2"
"app/workallocation/published/4a142984-9242-4d5a-bd6c-2f2967941fab","2"
"app/workallocation/published/7051fbff-e704-4146-9625-e4ad6b812296","2"
"app/workallocation/published/715d6998-4ed0-42b2-9725-dc95176f0c74","2"
"app/workallocation/published/b0b44113-7d02-4d53-a29d-6eb671a14359","2"
"app/workallocation/published/b498541b-6459-4a9b-9c0e-97ecab677523","2"
"app/workallocation/published/e93ad1a0-30b5-4213-a294-7b91147b9b1e","2"
"app/workallocation/published/f029a57a-287f-4559-9765-a23f4f222e05","2"
"app/workallocation/published;workorders=b498541b-6459-4a9b-9c0e-97ecab677523","2"
"app/workallocation/update/1822c87c-022e-4f01-a537-52fe479d0ce1/ce66d21a-e921-4fc0-b444-07f08cca5ee1","2"
"app/workallocation/update/34411944-3853-4ce5-ad57-69f33012e046/5cda0a8a-4cd9-4325-8f22-05d05f6f391c","2"
"app/workallocation/update/6abd971f-c5fd-496f-b29b-aa32e605aec3/c01dbd50-2d1d-4f31-873b-92ab59686a85","2"
"app/workallocation/update/80448467-c168-4879-a454-27778b2cacbb/ea5e30ef-fbd9-440a-aeef-61619d9cb455","2"
"app/workallocation/update/a368cec9-50e2-475f-b466-6a4c66903423/f4f690fe-6528-49d8-8fbd-8e90bea8ef81","2"
"app/workallocation/update/b0b44113-7d02-4d53-a29d-6eb671a14359/aa5b6bd8-cc69-4e99-ab8f-b2f5e403a590","2"
"app/workallocation/update/b5f86ad1-9d6c-4a71-8834-f83a4c9b49da/3be25440-1dc6-43ab-a938-6a7fb2d9db62","2"
"app/workallocation/update/b6021a87-0ad8-43b3-910e-83211220d516/47271771-d503-4088-bd28-b71edc5553a3","2"
"app/workallocation/update/eff52849-95d9-428a-9d4c-37dad8ddc14d/0bf8ac1a-a318-4a00-a3af-99180af82e9b","2"
"author/editor/do_113261574944751616117/upload","2"
"do_113155292642050048122","2"
"do_113155327405137920123","2"
"do_1131821343317606401119","2"
"do_1131878881336279041310","2"
"do_1131878921933045761312","2"
"do_1132281448508538881279","2"
"do_113258618376028160114","2"
"draft","2"
"learn/course/do_113268495196225536142/batch/0132685115038433282","2"
"logout","2"
"null/overview","2"
"page/explore","2"
"page/search","2"
"viewer/audio/do_1132585754176307201130","2"
"viewer/audio/do_1132591334534266881105","2"
"viewer/audio/do_1132657233784094721203","2"
"viewer/audio/do_113272650433208320198","2"
"viewer/html","2"
"viewer/html/do_1132585755763671041133","2"
"viewer/html/do_1132657217470382081202","2"
"viewer/html/do_113284069815042048136","2"
"viewer/html/do_113286264429240320185","2"
"viewer/html/do_11329809238179020812006","2"
"viewer/pdf/do_1132749893870714881426","2"
"viewer/pdf/do_1132751512644075521673","2"
"viewer/pdf/do_1132751527955906561774","2"
"viewer/pdf/do_113291872723853312183","2"
"viewer/pdf/do_11330792920911872014287","2"
"viewer/pdf/do_113331564375883776113","2"
"viewer/quiz/do_1132939988138557441775","2"
"viewer/video/do_113258034251300864182","2"
"viewer/video/do_1132585753605570561129","2"
"viewer/video/do_1132657211018690561201","2"
"viewer/video/do_1132664124306063361212","2"
"viewer/video/do_11327555444031488011224","2"
"viewer/youtube/do_113163732887527424185","2"
"viewer/youtube/do_11328132833495449614495","2"
"viewer/youtube/do_11331824819181977611523","2"
"workspace-content-published","2"
"app/approvals/075e3a3f-1a56-4ea3-9042-c66e2288e60c/to-approve","1"
"app/approvals/1a17b190-3d41-4352-b993-fef528de0e60/to-approve","1"
"app/approvals/447772e5-6aab-470b-8052-fc22abc2616b/to-approve","1"
"app/approvals/4ecbb51d-df16-42c8-89da-06867da9e97e/to-approve","1"
"app/approvals/7feb7a2c-2568-440c-adda-d3a6d53062de/to-approve","1"
"app/approvals/83a5cc86-20fd-4512-9dc7-9b47ea2cd059/to-approve","1"
"app/approvals/c89f74f6-5735-4269-b405-207940a20fbb/to-approve","1"
"app/approvals/e0110d25-4848-4af4-910c-8b966d9c6752/to-approve","1"
"app/approvals/eefc1fd8-27ef-40fc-907a-aa10c3e51e3c/to-approve","1"
"app/careers/home/56","1"
"app/discuss/Economics","1"
"app/discuss/Human%20Resource%20Management%20in%20Government","1"
"app/discuss/home/19","1"
"app/discuss/home/43","1"
"app/discuss/home/61","1"
"app/discuss/my-discussions","1"
"app/discussion-forum/category/11","1"
"app/discussion-forum/category/12","1"
"app/discussion-forum/category/22","1"
"app/discussion-forum/category/27","1"
"app/discussion-forum/category/42","1"
"app/discussion-forum/category/58","1"
"app/discussion-forum/category/59","1"
"app/discussion-forum/topic/102/testing-widget","1"
"app/discussion-forum/topic/104/testing-widget-discussion","1"
"app/discussion-forum/topic/108/testing-upvote","1"
"app/discussion-forum/topic/109/testing-upvote-1","1"
"app/discussion-forum/topic/123/sample-general-discussion","1"
"app/discussion-forum/topic/13/discussion-related-covid-19","1"
"app/discussion-forum/topic/14/about-general-discussion","1"
"app/discussion-forum/topic/19/general-discussion","1"
"app/discussion-forum/topic/2/is-covid19-going-to-affect-indian-economy-or-not","1"
"app/discussion-forum/topic/20/testing-general-discussion","1"
"app/discussion-forum/topic/22/course-testing","1"
"app/discussion-forum/topic/24/saaaaaaaaaaaaaaa","1"
"app/discussion-forum/topic/28/helloooooooooo","1"
"app/discussion-forum/topic/32/testing-1","1"
"app/discussion-forum/topic/34/junior-software-developer","1"
"app/discussion-forum/topic/42/new-discussion","1"
"app/discussion-forum/topic/5/testing-for-dicussion","1"
"app/discussion-forum/topic/54/how","1"
"app/discussion-forum/topic/55/filling-up-the-post-of-financial-adviser-js-level","1"
"app/discussion-forum/topic/66/checking-recent-tab","1"
"app/discussion-forum/topic/74/testing-recent-tab-0967","1"
"app/discussion-forum/topic/75/test-recent-tab-1234","1"
"app/discussion-forum/topic/79/hello-testing-hari-s","1"
"app/discussion-forum/topic/8/testing-tags-options","1"
"app/discussion-forum/topic/82/new-post-to-test-tags","1"
"app/discussion-forum/topic/91/testing-widget-discussion","1"
"app/discussion-forum/topic/95/ias-course-testing","1"
"app/discussion-forum/topic/96/testing-2","1"
"app/discussion/forum/tags/tag-discussions","1"
"app/discussion/forum/topic/65/when-will-this-covid-pandemic-ends","1"
"app/discussion/forum/topic/76/checking-recent-tab-123","1"
"app/do_11331322271297536017/overview","1"
"app/do_1133166091142103041335/overview","1"
"app/do_11331824762536755211518/overview","1"
"app/do_11332094232571904011598/overview","1"
"app/frac","1"
"app/globalsearch/learning","1"
"app/goals/edit/me/do_1132283935988531201399","1"
"app/goals/edit/me/do_11327772269740032014424","1"
"app/home/CBC/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:127,%22mdo%22:%22CBC%20Department%20test%22,%22type%22:%22Department%22,%22user%22:2,%22head%22:%22Bangalore%20%22,%22typeid%22:9%7D%7D","1"
"app/home/CBC/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:127,%22mdo%22:%22Capacity%20Building%20Commission%22,%22type%22:%22Department%22,%22user%22:13,%22head%22:%22Bangalore%20%22,%22typeid%22:9%7D%7D","1"
"app/home/CBP/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:122,%22mdo%22:%22BESCOM%22,%22type%22:%22External%22,%22user%22:16,%22head%22:%22bangalore%22,%22typeid%22:6%7D%7D","1"
"app/home/CBP/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:124,%22mdo%22:%22BIRCTC%20tourism%22,%22type%22:%22Govt.%20Affiliated%22,%22user%22:0,%22head%22:%22Bangalore%22,%22typeid%22:5%7D%7D","1"
"app/home/CBP/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:6,%22mdo%22:%22Agriculture%20Department%22,%22type%22:%22Board%22,%22user%22:4,%22head%22:%22test%22,%22typeid%22:8%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:115,%22mdo%22:%22Network%20hub%20MDO%22,%22type%22:%22Department%22,%22user%22:0,%22head%22:%22kerala%22,%22typeid%22:2%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:118,%22mdo%22:%22mdovscbp%22,%22type%22:%22Department%22,%22user%22:0,%22head%22:%22Goa%22,%22typeid%22:2%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:123,%22mdo%22:%22AMinistry%20MDO%22,%22type%22:%22Ministry%22,%22user%22:1,%22head%22:%22delhi%22,%22typeid%22:4%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:124,%22mdo%22:%22BIRCTC%20tourism%22,%22type%22:%22Department%22,%22user%22:0,%22head%22:%22Bangalore%22,%22typeid%22:2%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:129,%22mdo%22:%22New%20department%20test%22,%22type%22:%22Department%22,%22user%22:0,%22head%22:%22Bangalore%22,%22typeid%22:2%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:141,%22mdo%22:%22Department%20of%20homescience%22,%22type%22:%22Department%22,%22user%22:1,%22head%22:%22Delhi%22,%22typeid%22:2%7D%7D","1"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:59,%22mdo%22:%22CBI%20Academy%22,%22type%22:%22Ministry%22,%22user%22:1,%22head%22:%22Ghaziabad%22,%22typeid%22:4%7D%7D","1"
"app/home/SPV/create-department;needAddAdmin=true","1"
"app/home/content-detail/do_11328132809922969614490/overview","1"
"app/person-profile/0555f0fb-1fd7-485b-8144-7d49bb9f0db9","1"
"app/person-profile/112bf6c0-6960-4095-ba88-aa7fc931da30","1"
"app/person-profile/155d8b3d-0708-4213-ad57-75f4a0b9b8f3","1"
"app/person-profile/18aed8f0-89c1-4f03-966c-3b3d0de92bca","1"
"app/person-profile/37c52c5f-7a9c-46b9-bf65-635f5136c482","1"
"app/person-profile/37e76044-a319-47ca-af7b-5ff717c23f31","1"
"app/person-profile/44959a73-aaa2-4693-bf3c-0ae509796fa0","1"
"app/person-profile/6651bc63-881c-4f4c-89e4-01bfd3f1651b","1"
"app/person-profile/751c95c0-0dd9-4b56-bda3-6114f600204e","1"
"app/person-profile/7b0de855-6b4a-4002-88ad-3501abcc0bf5","1"
"app/person-profile/87caed31-681a-4027-91ae-e250782dccb3","1"
"app/person-profile/8833450c-80b2-4acc-8945-cd279d3ac7b8","1"
"app/person-profile/8a53bc0b-93eb-47cc-8d7f-3c2ef61e4e64","1"
"app/person-profile/9e901773-fcaf-43d7-8e0d-982021785bf0","1"
"app/person-profile/ab93324c-02fb-4bcd-ba58-f541d9bad337","1"
"app/person-profile/b0357c4e-cb26-4bd9-90a7-4de1f9630352","1"
"app/person-profile/ba20fe31-7ca3-463c-9232-fced73b59820","1"
"app/person-profile/bb2423f5-b4b7-42af-bfa1-b1f255fcf94f","1"
"app/person-profile/be850062-40bb-4d85-8e4b-89481a2b933f","1"
"app/person-profile/c7a4d810-ce78-4504-b4f6-ecdbf186ffba","1"
"app/person-profile/dacee95a-9f89-41fc-86b2-9154daa229c9","1"
"app/person-profile/df396838-2b90-4970-b00e-77ce35a1c846","1"
"app/person-profile/f9643e13-e616-4f7a-81db-82bbf9c84119","1"
"app/person-profile/fa13f3b4-4c09-405a-8f3b-f3bd31852146","1"
"app/playlist","1"
"app/playlist/me/do_113257935426011136126/edit","1"
"app/playlist/me/do_1132591592491499521113","1"
"app/playlist/me/do_1132592622284472321134","1"
"app/playlist/me/do_1132592732301230081136","1"
"app/playlist/me/do_1132592732301230081136/edit","1"
"app/playlist/me/do_1132613457985208321517","1"
"app/playlist/me/do_11326154469745459219","1"
"app/playlist/me/do_113262043274919936131","1"
"app/playlist/shared/do_113261558114025472111","1"
"app/playlist/shared/do_113261558114025472111/edit","1"
"app/profile/competency/assessment","1"
"app/profile/learning/history","1"
"app/roles/100/users;currentDept=MDO;roleId=100;depatName=Department%20for%20Promotion%20of%20Industry%20and%20Internal%20Trade%20Ministry%20of%20Commerce%20and%20Industry","1"
"app/roles/117/users;currentDept=CBP;roleId=117;depatName=Ministry%20of%20Roadways","1"
"app/roles/117/users;currentDept=MDO;roleId=117","1"
"app/roles/118/users;currentDept=MDO;roleId=118","1"
"app/roles/122/users;currentDept=CBP;roleId=122;depatName=BESCOM","1"
"app/roles/123/users;currentDept=MDO;roleId=123","1"
"app/roles/130/users;currentDept=CBC;roleId=130","1"
"app/roles/131/users;currentDept=CBC;roleId=131;depatName=Capacity%20building%20two","1"
"app/roles/137/users;currentDept=MDO;roleId=137;depatName=%20Department%20of%20Water%20Resources%20River%20Development%20and%20Ganga%20Rejuvenation","1"
"app/roles/141/users;currentDept=MDO;roleId=141","1"
"app/roles/141/users;currentDept=MDO;roleId=141;depatName=Department%20of%20homescience","1"
"app/roles/142/users;currentDept=undefined;roleId=142","1"
"app/roles/30/users;currentDept=CBP;roleId=30;depatName=CBP%20Two","1"
"app/roles/35/users;currentDept=MDO;roleId=35;depatName=JPAL%20four%20up","1"
"app/roles/37/users;currentDept=MDO;roleId=37;depatName=LAL%20Test","1"
"app/roles/38/users;currentDept=CBP;roleId=38;depatName=%20MDO%20Testone%20Update","1"
"app/roles/39/users;currentDept=MDO;roleId=39;depatName=FreshMDO%20check","1"
"app/roles/43/users;currentDept=MDO;roleId=43;depatName=IRCTC","1"
"app/roles/46/users;currentDept=MDO;roleId=46;depatName=Test%20New%20MDO","1"
"app/roles/49/users;currentDept=MDO;roleId=49;depatName=%20MDOtwoOone","1"
"app/roles/56/users;currentDept=CBP;roleId=56;depatName=IFS","1"
"app/roles/56/users;currentDept=MDO;roleId=56","1"
"app/roles/6/users;currentDept=MDO;roleId=6","1"
"app/roles/76/users;currentDept=MDO;roleId=76;depatName=iGOT","1"
"app/roles/PUBLISHER/users","1"
"app/search","1"
"app/taxonomy/%25255Bobject%252520Object%25255D","1"
"app/taxonomy/-BankingsysteminIndia","1"
"app/taxonomy/-Createopenandviewaworkbook","1"
"app/taxonomy/-Filter%20and%20sort%20table%20data.","1"
"app/taxonomy/-Learn%20to%20use%20functions%20and%20formulas.","1"
"app/taxonomy/-Learntousefunctionsandformulas","1"
"app/taxonomy/-RBI%20and%20Monetary%20Policy","1"
"app/taxonomy/-Saveandprintworkbooks","1"
"app/taxonomy/-Work%20with%20cell%20references.","1"
"app/taxonomy/AbsoluteandComparativeAdvanatage","1"
"app/taxonomy/AgileSoftwareDevelopmentvsSoftwareDevelopmentLifecycleSDLC","1"
"app/taxonomy/Ancient%2520History","1"
"app/taxonomy/Apllying%20Themes%20and%20Layout%20to%20Slides","1"
"app/taxonomy/Application%20of%20Social%20Marketing%20Techniques","1"
"app/taxonomy/BATNA,%20RV,%20ZOPA","1"
"app/taxonomy/Bank%20Regulations%20&%20Monetary%20Policy","1"
"app/taxonomy/Basics%20of%20Emerging%20Technologies","1"
"app/taxonomy/BasicsofDemandandSupply","1"
"app/taxonomy/BeinganEffectiveAdministrator","1"
"app/taxonomy/BudgetAccountsProtocol","1"
"app/taxonomy/CalendarGoogleCalendaretc","1"
"app/taxonomy/Caste%20&%20Politics","1"
"app/taxonomy/Characteristics,%20Components%20and%20Elements%20of%20Public%20Services","1"
"app/taxonomy/Civil%20Service%20under%20the%20Constitution%20","1"
"app/taxonomy/Components%20of%20GDP","1"
"app/taxonomy/Computer%2520Fundamentals","1"
"app/taxonomy/Concept%20of%20Crime%20and%20Civil%20Wrong","1"
"app/taxonomy/Concept%20of%20State","1"
"app/taxonomy/ConceptofCrimeandCivilWrong","1"
"app/taxonomy/Concepts","1"
"app/taxonomy/Concepts%20of%20BYOD","1"
"app/taxonomy/Concepts%20of%20right%20and%20wrong","1"
"app/taxonomy/Concepts_of_Law","1"
"app/taxonomy/Conduct%20Rules","1"
"app/taxonomy/ConstituionAdministrativeLaw","1"
"app/taxonomy/Constituion___Administrative_Law","1"
"app/taxonomy/ConstituionalRemedies","1"
"app/taxonomy/Constitution,%20Rule%20of%20Law%20and%20Administrative%20Law","1"
"app/taxonomy/ConstitutionalismRoleofgovernment","1"
"app/taxonomy/Current%20State%20of%20Indian%20Economy","1"
"app/taxonomy/DataAnalysisInterpretation","1"
"app/taxonomy/DataNormalization","1"
"app/taxonomy/Decision%20Tree%20Analysis:%20Bayesian%20techniques","1"
"app/taxonomy/Democracy","1"
"app/taxonomy/DesigningsimplePPPs","1"
"app/taxonomy/Discipline%20and%20Appeal%20Rules","1"
"app/taxonomy/Doctrine%20of%20Judicial%20Review","1"
"app/taxonomy/DocumentNavigation","1"
"app/taxonomy/Elasticity","1"
"app/taxonomy/Emerging%20Technologies","1"
"app/taxonomy/Emerging%20Trends%20in%20PA","1"
"app/taxonomy/Equality","1"
"app/taxonomy/EvoloutionofPoliticsinIndia","1"
"app/taxonomy/Evolution%20of%20Management%20thought","1"
"app/taxonomy/EvolutionofE-governanceinIndia","1"
"app/taxonomy/FinancialManagement","1"
"app/taxonomy/FiscalDeficitandBudgetaryDeficit","1"
"app/taxonomy/ForestForestRights","1"
"app/taxonomy/FreewareLinux","1"
"app/taxonomy/FundamentalRights","1"
"app/taxonomy/Fundamentalfreedoms","1"
"app/taxonomy/GIMS%20","1"
"app/taxonomy/GeneralFinancialRulesGFR","1"
"app/taxonomy/Governance%20as%20Execution%20of%20Law","1"
"app/taxonomy/Government%20Accounting%20&%20Budgeting%20Principles","1"
"app/taxonomy/Government%20Borrowing","1"
"app/taxonomy/Government%20Policies","1"
"app/taxonomy/GovernmentBorrowing","1"
"app/taxonomy/H,i,s,t,o,r,y","1"
"app/taxonomy/Historical%20Perspective%20of%20Indian%20Bureacracy","1"
"app/taxonomy/Human%2520Resource%2520Management%2520in%2520Government","1"
"app/taxonomy/IPC","1"
"app/taxonomy/IdeaofState","1"
"app/taxonomy/Indian%20PoliticalThought%20","1"
"app/taxonomy/IndianPoliticalThought","1"
"app/taxonomy/InternalExternalAudit","1"
"app/taxonomy/InternationalPoliticalThoughts","1"
"app/taxonomy/Intra-IndustryTrade","1"
"app/taxonomy/Introduction%20to%20International%20Trade","1"
"app/taxonomy/Introduction%20to%20Macroeconomics","1"
"app/taxonomy/IntroductiontoInternationalTrade","1"
"app/taxonomy/L,a,w","1"
"app/taxonomy/Left%20Wing%20Movements%20in%20India","1"
"app/taxonomy/LinksHeaderFooter","1"
"app/taxonomy/Managing%20Public%20Organisations","1"
"app/taxonomy/Marketing%20and%20their%20application%20in%20Social%20Field","1"
"app/taxonomy/Max%20Weber%20and%20the%20concept%20of%20Bureacracy","1"
"app/taxonomy/Measures%20of%20Central%20Tendency","1"
"app/taxonomy/Measuring%20the%20Size%20of%20Economy%20-GDP","1"
"app/taxonomy/NewPublicManagement","1"
"app/taxonomy/ObjectionstoEconomicApproach","1"
"app/taxonomy/Open%20Source%20Technologies/%20Solutions,%20including%20Linux%20as%20Cloud%20O.S.%20of%20Virtual%20Machines-VMs%20%28Virtualisation%29","1"
"app/taxonomy/Optimization%20Techniques%20and%20their%20applications%20in%20Government%20","1"
"app/taxonomy/OrganisationalBehavior","1"
"app/taxonomy/OrganisingContent","1"
"app/taxonomy/Other%20ways%20to%20Measure%20the%20economy","1"
"app/taxonomy/Overview%20of%20Quantitative%20Techniques%20","1"
"app/taxonomy/Peasant%20&%20Labour%20Movements","1"
"app/taxonomy/Price%20Determination","1"
"app/taxonomy/Principles%20of%20Administrative%20Law","1"
"app/taxonomy/Principles%20of%20Natural%20Justice","1"
"app/taxonomy/Principles%20of%20PA","1"
"app/taxonomy/Principles%2520of%2520Management%2520of%2520Organizations","1"
"app/taxonomy/Procedural_Law","1"
"app/taxonomy/ProductionPossibilityFrontierandSocialChoices","1"
"app/taxonomy/Project%20Management","1"
"app/taxonomy/ProjectAppraisal","1"
"app/taxonomy/Public%20Service%20Delivery","1"
"app/taxonomy/PublicBudgetMeaningPurposeandSignificance","1"
"app/taxonomy/PublicServiceDelivery","1"
"app/taxonomy/QuantitativeAnalysisforDecisionMakingQADM","1"
"app/taxonomy/RegionalismSecessionism","1"
"app/taxonomy/Relationship%20between%20Law%20and%20Administration","1"
"app/taxonomy/Rights","1"
"app/taxonomy/Role%20of%20Bureacracy","1"
"app/taxonomy/RulesandRegulations","1"
"app/taxonomy/Sexual%20Harassment%20at%20Workplace","1"
"app/taxonomy/Social%20Marketing","1"
"app/taxonomy/SocialMarketing","1"
"app/taxonomy/Sources%20of%20Constituion","1"
"app/taxonomy/SourcesofConstituion","1"
"app/taxonomy/SpecialisationandTrade","1"
"app/taxonomy/Test-Level4","1"
"app/taxonomy/Test-Level5","1"
"app/taxonomy/The%20Management%20Model","1"
"app/taxonomy/ThemesandTemplates","1"
"app/taxonomy/Tools%20of%20Monetary%20Policy","1"
"app/taxonomy/Transactions","1"
"app/taxonomy/Transliteration%20and%20Voice%20Typing","1"
"app/taxonomy/TransliterationandRegionalLanguagesInput","1"
"app/taxonomy/Tribunals","1"
"app/taxonomy/USing%20Presentation%20Views","1"
"app/taxonomy/UnifiedCommunication","1"
"app/taxonomy/Unit%20V%20:%20Social%20Legislations","1"
"app/taxonomy/Unit%2520IV%2520:%2520Procedural%2520Laws%2520%2528Civil%2520and%2520Criminal%2529","1"
"app/taxonomy/Unit_III___Criminal_Laws__Substantive_","1"
"app/taxonomy/WhatisEconomicsWhyisitImportant","1"
"app/taxonomy/Word%20Processing","1"
"app/taxonomy/WordProcessing","1"
"app/toc/do_113155327405137920123/overview","1"
"app/toc/do_1131821932853985281121/overview","1"
"app/toc/do_1131878866673090561309/overview","1"
"app/toc/do_1131879146085171201320/single-page-view","1"
"app/toc/do_11322314365176217613/overview","1"
"app/toc/do_11322384031952076817/overview","1"
"app/toc/do_1132281562166476801298/single-page-view","1"
"app/toc/do_113253156577140736150/single-page-view","1"
"app/toc/do_113253638532857856161/overview","1"
"app/toc/do_1132565793850982401111/overview","1"
"app/toc/do_1132565825467596801114/overview","1"
"app/toc/do_1132572194435891201185/overview","1"
"app/toc/do_1132572559689072641213/overview","1"
"app/toc/do_113257895324524544113/overview","1"
"app/toc/do_113257909276352512118/overview","1"
"app/toc/do_113257982668193792131/overview","1"
"app/toc/do_113257998715633664136/overview","1"
"app/toc/do_113258010563207168152/single-page-view","1"
"app/toc/do_113258013789134848163/overview","1"
"app/toc/do_1132585755234959361132/overview","1"
"app/toc/do_113258618376028160114/overview","1"
"app/toc/do_113258627803242496124/overview","1"
"app/toc/do_113258759706976256156/overview","1"
"app/toc/do_11325942679757619218/overview","1"
"app/toc/do_11326359533248512017/overview","1"
"app/toc/do_113264105908174848117/overview","1"
"app/toc/do_113264226609856512157/overview","1"
"app/toc/do_113264226748284928160/overview","1"
"app/toc/do_113267911994802176120/overview","1"
"app/toc/do_113268495196225536142/single-page-view","1"
"app/toc/do_113268495609970688144/overview","1"
"app/toc/do_113268495609970688144/single-page-view","1"
"app/toc/do_1132726616464834561107/overview","1"
"app/toc/do_1132748186711736321346/overview","1"
"app/toc/do_1132748991844024321376/overview","1"
"app/toc/do_1132749659297300481404/overview","1"
"app/toc/do_1132751311329034241458/overview","1"
"app/toc/do_1132751489040711681488/overview","1"
"app/toc/do_1132751507604602881633/overview","1"
"app/toc/do_1132751507798261761635/overview","1"
"app/toc/do_1132751519396659201721/overview","1"
"app/toc/do_1132751520950108161731/overview","1"
"app/toc/do_1132751521173176321733/overview","1"
"app/toc/do_1132751533818757121809/overview","1"
"app/toc/do_1132751543187619841863/overview","1"
"app/toc/do_1132755258511360001890/overview","1"
